file.path	library.ID	Biorep	IP	TechRep	Control	Condition	hg38_reads	dm6_reads	dm6/hg38	sac3_reads	sac3/hg38	dm6_input	sac3_input	dm6 IP/input	sac3 IP/input	QC_flag	dm6_control_avg	sac3_control_avg	dm6 IP/input control averaged	sac3 IP/input control averaged
fastqfiles/HelaS3_0sync_100inter_1_H3K9ac_1.fastq.gz	HelaS3_0sync_100inter_1_H3K9ac_1	1	H3K9ac	1	False	100inter	15662556	295096	0.018840858414169437	1397290	0.08921213114896445	0.009628833602438555	0.007461973275848095	1.9567124318565319	11.955568299569526		5.523086441800164	34.62667309208351	0.35427879908734	0.3452704875162511
fastqfiles/HelaS3_0sync_100inter_1_H3K9ac_2.fastq.gz	HelaS3_0sync_100inter_1_H3K9ac_2	1	H3K9ac	2	False	100inter	13334131	320940	0.024069060068481404	1566562	0.1174851214526091	0.009628833602438555	0.007461973275848095	2.4996859497484496	15.744511151342373		5.523086441800164	34.62667309208351	0.4525885980762807	0.45469315257266074
fastqfiles/HelaS3_0sync_100inter_1_H3K9ac_3.fastq.gz	HelaS3_0sync_100inter_1_H3K9ac_3	1	H3K9ac	3	False	100inter	12938074	305266	0.02359439279756786	1605443	0.12408670718686568	0.009628833602438555	0.007461973275848095	2.450389504248204	16.629208199993524		5.523086441800164	34.62667309208351	0.4436630731873061	0.4802427352974711
fastqfiles/HelaS3_0sync_100inter_1_input_1.fastq.gz	HelaS3_0sync_100inter_1_input_1	1	input	1	False	100inter	13077908	125925	0.009628833602438555	97587	0.007461973275848095	0.009628833602438555	0.007461973275848095	1.0	1.0					
fastqfiles/HelaS3_100sync_0inter_1_H3K9ac_1.fastq.gz	HelaS3_100sync_0inter_1_H3K9ac_1	1	H3K9ac	1	True	0inter	8605020	801261	0.0931155302370012	3441945	0.39999267869220523	0.01130280829403295	0.007925366403546127	8.238265023583505	50.46992887461108		5.523086441800164	34.62667309208351	1.491605302650011	1.4575448452814175
fastqfiles/HelaS3_100sync_0inter_1_H3K9ac_2.fastq.gz	HelaS3_100sync_0inter_1_H3K9ac_2	1	H3K9ac	2	True	0inter	8128439	729852	0.08978993383600467	3211003	0.3950331668848102	0.01130280829403295	0.007925366403546127	7.944037578997703	49.844151900416435		5.523086441800164	34.62667309208351	1.4383330159157293	1.4394727373278033
fastqfiles/HelaS3_100sync_0inter_1_H3K9ac_3.fastq.gz	HelaS3_100sync_0inter_1_H3K9ac_3	1	H3K9ac	3	True	0inter	7275399	826389	0.11358675998388541	3639320	0.5002227369248065	0.01130280829403295	0.007925366403546127	10.04942816236659	63.116670126568124		5.523086441800164	34.62667309208351	1.8195312110833333	1.8227760420043968
fastqfiles/HelaS3_100sync_0inter_1_input_1.fastq.gz	HelaS3_100sync_0inter_1_input_1	1	input	1	True	0inter	10992047	124241	0.01130280829403295	87116	0.007925366403546127	0.01130280829403295	0.007925366403546127	1.0	1.0					
