Sample	Sample_MeanGC	Sample_MedianGC	Genome_MeanGC	Genome_MedianGC	Genome
HelaS3_100sync_0inter_1_H3K9ac_1	0.38164351859999995	0.37722586779142625	0.3788340410199999	0.3744403065002877	sac3
HelaS3_100sync_0inter_1_H3K9ac_3	0.3824645411297636	0.37809756117913135	0.3788340410199999	0.3744403065002877	sac3
HelaS3_0sync_100inter_1_input_1	0.3791276605399999	0.3741605808878546	0.3788340410199999	0.3744403065002877	sac3
HelaS3_0sync_100inter_1_H3K9ac_3	0.3823345289866428	0.3778659408467381	0.3788340410199999	0.3744403065002877	sac3
HelaS3_100sync_0inter_1_input_1	0.37954209678112255	0.3745657018716237	0.3788340410199999	0.3744403065002877	sac3
HelaS3_0sync_100inter_1_H3K9ac_2	0.382373745864175	0.3779377590788227	0.3788340410199999	0.3744403065002877	sac3
HelaS3_0sync_100inter_1_H3K9ac_1	0.38237691410917934	0.3779680887699472	0.3788340410199999	0.3744403065002877	sac3
HelaS3_100sync_0inter_1_H3K9ac_2	0.3825280821968539	0.37817422092991226	0.3788340410199999	0.3744403065002877	sac3
